domains,dest_ip
att.com,144.160.36.42
houzz.com,151.101.192.93
tetris.com,104.26.1.105
openoffice.org,95.216.24.32
tchibo.de,212.116.1.40
yurk.com,199.58.87.30
wego.com,104.18.241.115
scotiabank.com,23.8.190.172
steampowered.com,23.50.188.222
gog.com,77.79.249.92
barnesandnoble.com,161.221.74.213
victoriassecret.com,98.158.60.206
clipwatching.com,104.26.5.64
wikidata.org,103.102.166.224
terra.com.br,208.84.244.116
amadeus.net,45.60.124.29
technopoint.ru,5.8.69.22
coomeet.com,104.16.172.17
serverfault.com,151.101.193.69
deadspin.com,151.101.130.166
kickasstorrents.to,172.67.36.146
jeuxvideo.com,185.12.49.12
seatgeek.com,151.101.66.133
gamepress.gg,172.67.68.156
producthunt.com,104.18.231.83
adfoc.us,104.26.7.10
npmjs.com,104.16.92.83
dailypakistan.com.pk,95.217.230.36
bild.de,145.243.240.20
pathofexile.com,104.19.185.16
openstreetmap.org,130.117.76.11
mirrorace.com,104.18.46.64
notebookcheck.net,104.26.13.39
johnlewis.com,193.35.254.192
pdf2doc.com,51.159.0.118
pageuppeople.com,45.60.131.199
rootforums.org,91.189.94.12
techrepublic.com,64.30.228.108
freepdfconvert.com,169.62.9.148
zalando.it,130.211.9.113
telus.com,205.206.163.40
hide.me,188.166.223.195
beebom.com,104.17.8.12
tracker.network,104.26.1.57
about.com,151.101.66.137
brazzerssurvey.com,216.18.168.122
cointiply.com,107.170.230.203
remove.bg,172.67.71.36
fastcompany.com,151.101.193.54
uod2quk646.com,192.243.59.12
rankedboost.com,104.26.10.152
17track.net,103.251.37.136
scroll.in,142.93.213.69
16personalities.com,172.64.166.23
armorgames.com,104.20.53.56
lifehacker.com,151.101.2.166
rte.ie,104.18.162.29
tasty.co,151.101.2.114
piliapp.com,172.67.20.219
game-debate.com,172.67.73.7
crackwatch.com,104.26.12.70
thestartmagazine.com,151.101.10.217
adf.ly,172.67.19.54
clixsense.com,172.67.16.48
topg.org,104.26.7.205
fboom.me,104.26.13.58
mindmeister.com,104.20.6.160
hskwq.com,209.58.185.195
thriftbooks.com,151.101.2.7
friv.com,199.58.87.10
opinionsample.com,185.61.153.95
uploaded.net,81.171.123.200
king.com,5.154.247.1
islcollective.com,172.67.70.182
renderforest.com,104.20.16.40
gamepedia.com,172.67.177.128
newyorker.com,151.101.64.239
bbb.org,216.52.119.101
clevernt.com,148.69.64.76
moonliteco.in,104.18.57.125
sofascore.com,104.20.58.102
unsw.edu.au,202.58.60.194
ucweb.com,168.235.203.203
draw.io,104.22.57.156
smallseotools.com,104.22.69.66
www.gov.uk,151.101.8.144
audacityteam.org,104.22.16.101
stackoverflow.com,151.101.129.69
tripadvisor.jp,192.229.189.15
androidmtk.com,104.26.14.238
truthfinder.com,104.16.253.70
theonion.com,151.101.66.166
biography.com,151.101.66.98
onlinesoccermanager.com,104.16.89.146
lifewire.com,151.101.2.137
turnitin.com,151.101.1.154
washingtonpost.com,184.30.212.196
hypebeast.com,151.101.129.181
voot.com,23.211.158.65
viber.com,23.66.151.206
giphy.com,151.101.129.185
vg.no,195.88.54.16
wikibuy.com,104.17.148.7
uploadfiles.io,104.27.39.116
letsrun.com,104.26.2.245
techcrunch.com,152.195.50.33
google.com.co,172.217.21.35
macworld.co.uk,104.18.126.77
wikihow.com,151.101.194.110
clickfunnels.com,104.16.14.194
wnd.com,172.64.129.21
codecanyon.net,104.18.25.174
metacritic.com,151.101.193.188
oclc.org,132.174.0.132
toneden.io,104.22.67.194
rentcafe.com,104.19.173.21
asianwiki.com,104.22.21.173
ojooo.com,104.26.5.139
sciencedirect.com,162.159.130.81
fontawesome.com,151.139.128.8
fedex.com,204.135.8.175
chordify.net,104.22.13.119
douploads.com,104.27.160.157
hse.ru,186.2.163.228
streamable.com,151.101.1.63
cottonon.com,104.16.186.233
3djuegos.com,5.145.168.97
formula1.com,80.231.178.248
bankrate.com,151.101.129.132
space.com,185.113.25.55
infusionsoft.com,104.18.14.116
adskeeper.co.uk,104.19.133.80
todaysnews.live,104.26.3.132
adsupplyads.net,104.26.3.12
rambler.ru,81.19.82.98
keepvid.com,159.253.144.83
vueling.com,23.201.186.140
statcounter.com,104.22.53.65
digitalspy.com,151.101.128.200
gogoanimes.tv,104.27.169.248
steemit.com,172.67.194.69
odnoklassniki.ru,217.20.147.1
supercoloring.com,128.199.46.144
dezeen.com,107.154.115.173
strawpoll.me,151.101.64.194
pullandbear.com,23.53.170.7
techradar.com,185.113.25.50
sparknotes.com,161.221.90.200
crichd.com,172.67.189.32
last.fm,64.30.224.246
stackexchange.com,151.101.65.69
curbed.com,151.101.1.52
ymovies.tv,104.27.177.200
sherdog.com,104.17.99.66
upwork.com,104.18.90.237
djangoproject.com,151.101.2.217
lo4d.com,50.23.131.203
ableton.com,195.122.191.210
yelp.com,151.101.76.116
kshow123.net,104.27.150.41
hajoopteg.com,139.45.197.188
adventurefeeds.com,107.154.147.171
petapixel.com,104.31.74.34
theconversation.com,151.101.130.133
123doc.org,210.245.80.55
getdroidtips.com,104.26.6.218
dt2xr6g2i5.com,192.243.59.20
canadavisa.com,45.60.108.122
akhbarolkhaleej.com,104.31.81.215
speedtest.net,151.101.66.219
linustechtips.com,172.67.75.68
kensaq.com,151.101.10.114
emuparadise.me,96.45.82.6
fubo.tv,151.101.192.230
itch.io,173.255.250.29
behindthename.com,107.167.83.34
fmovie.cc,172.67.157.2
sportingbet.com,195.72.135.96
textures.com,104.26.11.163
stardewvalleywiki.com,172.67.74.39
powerschool.com,192.230.66.116
rawstory.com,172.67.72.107
appledaily.com,172.227.149.166
groovypost.com,172.67.67.87
metagmae.org,104.27.191.24
xing.com,109.233.159.254
agoda.com,103.6.182.20
payoneer.com,192.229.162.98
pokemon.com,69.172.200.183
grabthebeast.com,104.24.115.194
aftership.com,104.17.140.107
agar.io,104.17.153.222
dunya.com.pk,117.20.18.153
twitch.tv,151.101.130.167
digg.com,172.67.33.204
gulfnews.com,107.154.251.11
br.de,194.187.162.188
ukr.net,212.42.76.252
calendly.com,104.20.247.116
pearsoncmg.com,206.31.248.91
bignox.com,198.11.168.199
pcworld.com,151.101.2.165
wowhead.com,104.18.31.49
usenet.nl,104.31.76.66
yahoo.co.jp,183.79.135.206
anime-planet.com,104.26.12.173
gnavi.co.jp,103.129.28.29
admitad.com,212.224.113.222
t-nation.com,192.207.255.238
nnu.ng,172.67.212.92
rapidgator.net,195.211.222.116
bigcartel.com,151.101.193.211
tomtom.com,185.5.122.155
overstock.com,173.241.154.15
nicehash.com,104.17.254.46
lynda.com,8.39.42.106
trello.com,96.7.98.179
vogue.com,151.101.0.239
softfamous.com,104.27.207.88
hottopic.com,104.16.106.26
wp.pl,212.77.98.9
svyaznoy.ru,185.165.123.35
programcreek.com,104.26.7.70
wiley.com,63.97.118.67
chess24.com,172.67.10.186
sciencing.com,96.17.194.27
bitchute.com,104.26.7.35
ctvnews.ca,199.85.71.129
moe.gov.my,107.154.80.207
bell.ca,206.47.98.98
squarespace.com,198.49.23.177
rivals.com,152.199.16.86
bloody-disgusting.com,172.67.71.23
nus.edu.sg,45.60.33.225
stanford.edu,171.67.215.200
fashionnova.com,23.227.38.32
hrahdmon.com,104.26.4.60
metabattle.com,172.67.199.241
cryptocompare.com,104.26.3.124
pinterest.co.uk,151.101.64.84
theathletic.com,104.16.229.25
jollychic.com,148.153.50.205
mangakakalot.com,172.67.74.129
bitcointalk.org,172.67.19.123
all3dp.com,104.17.112.181
vulture.com,151.101.193.209
foxpush.com,172.64.164.28
nextyourcontent.com,104.18.63.28
iqoption.com,185.117.134.129
ilovepdf.com,104.20.1.94
hellomagazine.com,62.22.15.85
shopclues.com,180.179.168.163
wegotthiscovered.com,104.26.5.136
prokerala.com,172.67.69.237
1337x.to,172.67.141.188
lenovo.com.cn,23.9.188.102
cian.ru,45.60.203.122
sololearn.com,172.67.7.142
tubidy.mobi,172.67.7.120
corporatefinanceinstitute.com,104.26.5.129
mb.com.ph,104.26.14.36
sbs.com.au,75.2.56.250
diep.io,104.26.11.85
bustle.com,151.101.129.127
answers.com,151.101.64.203
moondoge.co.in,104.27.160.139
haberler.com,212.68.47.39
pinterest.com.au,151.101.192.84
nationalinterest.org,104.22.3.42
graphicriver.net,104.18.20.165
maisonsdumonde.com,89.30.109.238
postmates.com,104.16.215.98
easygamepromo.com,104.31.75.229
kisscartoon.is,172.67.213.222
urdupoint.com,104.17.14.38
66law.cn,39.107.243.96
oceanofgames.com,151.106.12.2
letterboxd.com,107.182.235.238
aa.com.tr,82.222.84.251
index.hr,104.19.142.57
slashfilm.com,104.31.85.88
alaraby.co.uk,152.195.39.175
patrika.com,104.20.29.46
livenation.com,151.101.66.87
ixl.com,104.16.137.38
taboola.com,151.101.65.181
instructables.com,151.101.193.105
watchmovie.io,104.27.132.22
npr.org,216.35.221.76
nullschool.net,104.28.11.69
targetstudy.com,172.67.69.96
news.com.au,23.215.196.122
mmotop.ru,185.165.123.49
quikr.com,23.42.67.70
banco.bradesco,23.215.196.29
wease.im,212.129.33.171
ionos.de,217.160.86.40
testbook.com,104.20.37.240
pypi.org,151.101.0.223
solarmovie.to,104.18.58.167
mybrowseraddon.com,104.28.15.39
torrentcounter.to,104.18.40.110
reactjs.org,104.26.9.29
lenta.ru,81.19.72.59
elle.com,151.101.0.155
redbubble.com,104.16.85.27
rockfile.co,104.26.5.225
123moviesok.org,172.67.129.50
fandom.com,151.101.192.194
creativecommons.org,104.20.150.16
zdnet.com,64.30.228.118
beenverified.com,104.16.44.7
proprofs.com,104.26.13.111
musicnotes.com,23.14.206.224
typing.com,104.19.183.44
history.com,151.101.66.168
123movieshub.info,104.18.58.78
thepointsguy.com,23.185.0.4
draxe.com,104.26.6.13
over-blog.com,185.128.239.44
mangadex.org,185.178.208.185
ryerson.ca,141.117.126.20
readmng.com,172.64.206.12
zestradar.com,104.24.121.68
mashable.com,104.18.6.92
mega.nz,31.216.148.10
b-ok.cc,81.17.17.254
gogoanime.io,103.194.169.99
livestream.com,151.101.2.29
wordcounter.net,104.20.192.70
blizzard.com,137.221.106.104
allkpop.com,104.26.11.248
docusign.net,162.248.184.27
beritasatu.com,202.77.113.11
www.nhs.uk,23.8.176.60
vpnmentor.com,104.26.2.230
pitchfork.com,151.101.20.239
footybite.com,104.18.44.221
converto.io,5.45.79.103
probiller.com,208.99.66.28
investing.com,185.94.84.100
opera.com,185.26.182.104
rozetka.com.ua,78.27.198.50
directadvert.ru,176.99.0.103
0byv9mgbn0.com,192.243.59.13
time.is,204.62.12.123
univie.ac.at,131.130.70.63
nextdirect.com,204.74.99.103
brainberries.co,104.26.4.153
gradeup.co,104.17.12.38
cutegfs.com,104.17.127.50
wtfast.com,104.20.90.37
faceit.com,104.16.12.251
yts.pm,172.67.184.45
tineye.com,104.22.53.142
giga.de,178.19.72.10
emirates.com,23.10.227.202
wuxiaworld.co,182.61.164.142
watchonlinemovies.com.pk,104.28.20.205
kisstvshow.to,104.26.7.129
myfood.ltd,94.31.29.128
jcrew.com,195.95.193.104
shareasale.com,104.16.227.72
tfl.gov.uk,104.16.101.13
citilink.ru,178.248.234.66
ammoland.com,172.67.14.187
laracasts.com,104.20.16.110
rarbgproxied.org,104.27.135.108
apowersoft.com,47.252.13.107
moondash.co.in,172.67.132.83
10fastfingers.com,172.67.71.130
freemake.com,104.18.11.175
ssl2anyone5.com,188.42.139.84
reverb.com,151.101.194.77
artsy.net,104.20.38.216
downloadastro.com,104.26.3.247
twoplayergames.org,151.139.128.11
steamcharts.com,104.26.14.100
drom.ru,185.44.0.16
gotquestions.org,69.61.58.206
medium.com,104.16.121.127
indishare.me,104.28.29.192
bleacherreport.com,151.101.65.5
koindut.com,139.45.196.76
webnode.com,82.208.18.34
avg.com,69.94.64.29
scamadviser.com,104.22.38.245
famousbirthdays.com,104.17.74.92
slate.com,151.101.65.131
hesgoal.com,136.144.41.23
artstation.com,104.16.226.51
verizon.com,192.16.31.89
popads.net,216.21.13.13
dw.com,194.55.30.46
saveas.co,172.67.128.137
warriorplus.com,104.26.5.97
forbes.com,151.101.194.49
bonusbitcoin.co,104.31.82.162
ripple.is,104.24.108.93
gostream.site,172.67.150.219
pinterest.com.mx,151.101.0.84
optus.com.au,104.116.136.183
realmadrid.com,95.101.45.174
fotojet.com,104.26.8.203
mit.edu,184.26.196.231
skladchik.com,185.178.211.4
orcid.org,104.20.229.70
unity3d.com,23.215.196.52
quirkybyte.com,139.59.65.231
si.com,151.101.130.98
hitc.com,172.67.8.106
akoam.net,172.67.207.144
ig.com,193.30.41.215
neilpatel.com,172.67.32.241
yandex.com,77.88.55.77
solarmovie.one,104.28.14.80
residentadvisor.net,172.67.20.243
constintptr.com,139.45.195.28
so-net.ne.jp,210.132.253.161
icloud.com,17.253.144.10
getfvid.com,104.27.178.57
laravel.com,172.67.71.125
dailydot.com,104.18.165.96
moddb.com,103.24.121.21
gizmodo.com,151.101.194.166
vanderbilt.edu,75.2.77.85
sci-hub.se,186.2.163.219
yale.edu,151.101.130.217
thevintagenews.com,104.16.150.15
file-up.org,104.24.101.209
mathworks.com,144.212.244.17
wizzair.com,184.50.111.82
worldfree4u.wiki,104.28.1.93
justfly.com,204.93.185.19
medscape.com,104.18.21.148
paradoxplaza.com,104.16.241.242
thepiratebay10.org,104.31.93.157
babytree.com,59.110.149.245
git-scm.com,172.67.12.172
uptobox.com,172.67.40.210
mymodernmet.com,104.26.1.124
flynas.com,104.19.219.130
fortnitetracker.com,104.27.21.116
sellfy.com,104.22.52.94
airdroid.com,169.63.92.194
farfetch.com,104.108.99.163
mydailytips.net,104.24.100.114
unity.com,104.121.245.199
porsche.com,84.21.52.116
bmo.com,72.246.93.219
packtpub.com,172.67.31.83
androidfilehost.com,172.67.69.169
barclaycard.co.uk,23.8.178.136
wix.com,185.230.63.164
propakistani.pk,104.26.4.182
webs.com,104.16.140.31
dramacool9.co,104.18.53.92
amazon.cn,54.222.60.218
canalblog.com,195.137.184.102
yoox.com,104.109.76.101
futhead.com,172.67.154.95
cracked-games.org,172.67.161.202
clarin.com,104.18.19.22
gleam.io,108.170.54.74
miwifi.com,183.84.5.58
iwanttodeliver.com,185.88.180.104
pacsun.com,92.122.215.19
starbucks.com,104.109.84.236
pushbullet.com,104.26.4.125
mellowads.com,104.16.230.51
main.jp,133.130.35.170
indeed.co.uk,169.44.165.66
lastpass.com,23.8.184.143
dummies.com,63.97.118.146
sydney.edu.au,129.78.5.8
navient.com,2.17.83.60
vimeo.com,151.101.192.217
td.com,192.229.162.193
220-volt.ru,5.8.69.12
uwatchfree.sx,104.31.70.202
webnovel.com,49.51.20.16
coingecko.com,104.22.79.192
rtl.lu,81.92.238.118
discover.com,23.211.152.154
goo.ne.jp,114.179.184.93
sephora.com,104.69.171.36
nationalreview.com,23.185.0.3
hollywoodreporter.com,104.17.239.25
summertimesaga.com,104.28.28.153
jang.com.pk,104.17.16.38
warez-bb.org,104.27.178.32
ondramanice.tv,104.27.158.191
allegro.pl,5.134.213.82
bungie.net,104.20.28.30
braun634.com,188.246.234.115
hubspot.com,104.19.155.83
debian.org,149.20.4.15
noriskdomain.com,104.18.42.144
sankakucomplex.com,208.100.24.252
scoopwhoop.com,104.18.90.95
fontmeme.com,104.26.2.12
ria.ru,178.248.233.32
fresherslive.com,104.22.79.185
metoffice.gov.uk,2.17.184.225
noon.com,104.17.96.32
monova.to,172.67.167.251
zamzar.com,169.45.204.58
eater.com,151.101.129.52
ifeng.com,123.103.122.24
self.com,151.101.192.239
rfa.org,104.104.177.201
zedo.com,64.41.197.44
habr.com,178.248.237.68
vev.io,188.240.220.201
caixin.com,43.242.49.141
