domains,dest_ip
eldiario.es,176.34.179.218
bytefence.com,54.192.150.107
vogue.com,151.101.0.239
hottopic.com,104.16.106.26
rasekhoon.net,185.147.161.213
towardsdatascience.com,52.1.173.203
wp.pl,212.77.98.9
wechat.com,203.205.251.176
ahcdn.com,88.208.5.14
woot.com,54.145.52.10
smogon.com,142.44.215.113
sciencing.com,96.17.194.27
bilibili.com,139.159.241.37
qiniu.com,117.148.167.194
bell.ca,206.47.98.98
rivals.com,152.199.16.86
arizona.edu,128.196.128.233
zulily.com,54.159.104.224
besoccer.com,37.187.252.55
mercadopago.com,13.35.170.99
psychologytoday.com,34.201.204.59
smh.com.au,13.35.183.71
fashionnova.com,23.227.38.32
twittervideodownloader.com,165.227.112.236
pinterest.co.uk,151.101.64.84
pearson.com,34.246.144.185
tabici.com,176.31.240.91
theathletic.com,104.16.229.25
all3dp.com,104.17.112.181
vulture.com,151.101.193.209
freelancer.com,54.237.118.121
songsterr.com,50.16.251.90
iqoption.com,185.117.134.129
sainsburys.co.uk,13.225.87.124
flipkart.com,163.53.78.128
pubg.com,13.35.183.122
netflix.com,52.214.145.233
xunlei.com,39.104.2.218
cian.ru,45.60.203.122
darksky.net,54.84.228.58
zee5.com,3.6.97.109
grid.id,18.141.78.84
bustle.com,151.101.129.127
answers.com,151.101.64.203
purdue.edu,128.210.7.200
pinterest.com.au,151.101.192.84
magoosh.com,104.198.154.160
byu.edu,128.187.16.100
tubebuddy.com,52.149.49.234
graphicriver.net,104.18.20.165
postmates.com,104.16.215.98
verizonwireless.com,137.188.80.90
robinhood.com,34.197.137.120
liverpoolfc.com,13.35.183.60
leiphone.com,139.199.91.11
geforce.com,34.194.97.138
66law.cn,39.107.243.96
letterboxd.com,107.182.235.238
zbg.com,202.60.245.169
oppo.com,223.202.200.181
index.hr,104.19.142.57
alaraby.co.uk,152.195.39.175
livenation.com,151.101.66.87
ixl.com,104.16.137.38
taboola.com,151.101.65.181
neu.edu.cn,210.30.199.4
zerohedge.com,35.227.58.252
instructables.com,151.101.193.105
news.com.au,23.215.196.122
al.com,52.204.49.208
quikr.com,23.42.67.70
digiskills.pk,182.176.19.129
banco.bradesco,23.215.196.29
timeshighereducation.com,34.252.216.20
pypi.org,151.101.0.223
undp.org,18.208.33.217
lenta.ru,81.19.72.59
elle.com,151.101.0.155
aptoide.com,52.210.122.219
all-free-download.com,157.230.1.149
vidoza.net,91.235.142.9
ign.com,54.159.197.5
redbubble.com,104.16.85.27
mongodb.com,54.175.147.155
pku.edu.cn,162.105.131.160
canada.ca,160.106.123.29
fandom.com,151.101.192.194
musicnotes.com,23.14.206.224
typing.com,104.19.183.44
wondershare.net,203.130.48.149
history.com,151.101.66.168
carid.com,51.81.123.17
thepointsguy.com,23.185.0.4
yangkeduo.com,118.126.69.55
olx.com.br,13.35.183.49
huffingtonpost.jp,106.10.248.151
tongtool.com,120.77.127.132
mangadex.org,185.178.208.185
bluewin.ch,213.3.75.34
buzzfeed.com,13.35.183.46
trip.com,123.253.46.39
calciomercato.com,35.156.222.67
livestream.com,151.101.2.29
gamebanana.com,172.93.108.170
cleartrip.com,35.154.241.130
huffpost.com,212.82.100.151
skysports.com,90.216.129.62
stepstone.de,52.29.201.78
samplicio.us,3.93.251.178
plos.org,35.221.53.172
colorado.edu,128.138.129.98
www.nhs.uk,23.8.176.60
biblegateway.com,13.35.183.56
pitchfork.com,151.101.20.239
cic.gc.ca,167.44.7.21
ssa.gov,137.200.39.19
converto.io,5.45.79.103
paidverts.com,54.88.229.253
pdffiller.com,34.205.91.16
xiami.com,203.119.217.18
directadvert.ru,176.99.0.103
hackernoon.com,35.193.55.160
yy.com,120.195.158.46
0byv9mgbn0.com,192.243.59.13
aol.com,74.6.136.151
gov.on.ca,54.208.81.96
time.is,204.62.12.123
asianetnews.com,13.126.2.13
cutegfs.com,104.17.127.50
faceit.com,104.16.12.251
admin.ch,162.23.130.190
emirates.com,23.10.227.202
daum.net,203.133.167.16
allrecipes.com,13.93.202.50
yektanet.com,185.120.221.247
flickr.com,13.35.169.209
popsci.com,34.206.2.235
shareasale.com,104.16.227.72
tfl.gov.uk,104.16.101.13
citilink.ru,178.248.234.66
shiksha.com,54.251.103.25
radikal.ru,81.176.238.240
reverb.com,151.101.194.77
practo.com,52.77.2.236
loom.com,35.163.21.228
hertz.com,12.5.245.11
medium.com,104.16.121.127
finanzen.net,40.114.166.29
bleacherreport.com,151.101.65.5
collegedunia.com,3.7.198.108
koindut.com,139.45.196.76
wunderground.com,23.54.89.208
vice.com,34.225.39.192
famousbirthdays.com,104.17.74.92
lavanguardia.com,51.68.114.63
slate.com,151.101.65.131
artstation.com,104.16.226.51
userbenchmark.com,54.39.161.167
protect-your-privacy.net,13.35.180.178
360.cn,36.110.213.10
zety.com,35.246.245.247
lyst.com,34.246.221.211
forbes.com,151.101.194.49
smallpdf.com,13.35.174.205
pinterest.com.mx,151.101.0.84
realmadrid.com,95.101.45.174
onlineconverter.com,107.180.71.144
mcgill.ca,132.216.177.160
sony.com,54.144.253.202
linode.com,72.14.191.202
wallpapercave.com,51.79.72.220
gutenberg.org,152.19.134.47
skladchik.com,185.178.211.4
dietdoctor.com,3.222.1.38
unity3d.com,23.215.196.52
quirkybyte.com,139.59.65.231
altervista.org,144.76.174.167
si.com,151.101.130.98
primevideo.com,13.35.183.17
drugs.com,23.57.227.197
ndtv.com,23.57.229.12
cnzz.com,203.119.169.238
58.com,115.159.231.173
ilmkidunya.com,192.99.147.119
icloud.com,17.253.144.10
bigcommerce.com,216.146.46.11
ovh.net,213.186.33.6
freepik.com,51.254.235.118
dailydot.com,104.18.165.96
shopee.ph,103.115.76.67
customink.com,52.200.199.187
themeisle.com,52.6.22.199
gizmodo.com,151.101.194.166
wyzant.com,35.193.209.74
ximalaya.com,180.153.255.122
sci-hub.se,186.2.163.219
thomsonreuters.com,167.68.44.27
yale.edu,151.101.130.217
nyc.gov,157.188.12.160
helpshift.com,52.8.46.42
thevintagenews.com,104.16.150.15
kaiserpermanente.org,162.119.192.164
medscape.com,104.18.21.148
synology.com,210.61.203.200
poetryfoundation.org,34.70.71.64
sapo.pt,213.13.146.142
babytree.com,59.110.149.245
easycounter.com,52.1.22.171
clipart-library.com,148.251.41.80
flynas.com,104.19.219.130
msn.com,13.82.28.61
renren.com,120.133.2.241
epidemicsound.com,13.35.183.42
unity.com,104.121.245.199
gencat.cat,83.247.129.60
huffingtonpost.fr,124.108.115.101
azure.com,104.41.9.139
barclaycard.co.uk,23.8.178.136
driverscape.com,192.99.170.88
wix.com,185.230.63.164
webs.com,104.16.140.31
duckduckgo.com,40.81.94.43
soft112.com,104.243.34.208
stitchfix.com,34.226.231.254
trustedreviews.com,34.241.23.183
r7.com,3.234.20.58
yoox.com,104.109.76.101
sncf.com,90.85.36.106
toyota.com,107.154.75.95
businessdictionary.com,54.221.202.219
zerochan.net,51.83.237.80
coinpayments.net,103.16.231.67
clarin.com,104.18.19.22
tdameritrade.com,198.200.171.204
va.gov,152.130.96.221
safefinder.com,168.62.48.183
pacsun.com,92.122.215.19
starbucks.com,104.109.84.236
mellowads.com,104.16.230.51
web-hosting.com,198.54.117.206
rackspace.com,3.227.192.229
justia.com,174.129.213.48
melon.com,121.53.216.8
memrise.com,3.230.13.201
lastpass.com,23.8.184.143
in.gov,208.40.244.65
postila.ru,85.10.255.246
ycombinator.com,13.35.183.12
siteground.com,35.223.122.181
sydney.edu.au,129.78.5.8
scielo.br,200.136.72.23
tradingeconomics.com,3.215.139.146
vimeo.com,151.101.192.217
alphacoders.com,144.217.71.114
webnovel.com,49.51.20.16
online-audio-converter.com,88.99.151.104
nationalreview.com,23.185.0.3
hollywoodreporter.com,104.17.239.25
office365.com,52.165.129.203
motorsport.com,18.233.252.26
jang.com.pk,104.17.16.38
fluentu.com,18.209.84.169
sina.cn,36.51.254.236
hubspot.com,104.19.155.83
macaro-ni.jp,23.63.110.194
rozblog.com,79.127.127.68
onlineradiobox.com,176.9.144.249
ria.ru,178.248.233.32
metoffice.gov.uk,2.17.184.225
noon.com,104.17.96.32
chrono.gg,13.35.183.121
eater.com,151.101.129.52
ifeng.com,123.103.122.24
vlive.tv,125.209.234.134
microcenter.com,66.194.187.21
shafaqna.com,188.165.203.55
self.com,151.101.192.239
hinative.com,34.200.157.100
bt.com,213.121.43.135
habr.com,178.248.237.68
ajc.com,54.173.216.145
starwars.com,23.15.33.232
edx.org,13.35.183.126
indiatvnews.com,13.235.145.10
convertio.co,13.35.183.128
smzdm.com,117.50.14.128
vev.io,188.240.220.201
telecomitalia.it,156.54.82.96
xe.com,13.35.183.41
rstyle.me,52.204.145.2
1001tracklists.com,158.69.5.7
psu.edu,146.186.157.8
timeout.com,13.224.66.41
jetbrains.com,13.35.183.66
caixin.com,43.242.49.141
plex.tv,99.80.242.242
amazon.com.br,72.21.203.171
thingiverse.com,35.227.80.0
leagueoflegends.com,18.158.15.150
oxfordlearnersdictionaries.com,54.194.135.101
issuu.com,3.215.37.208
xbox.com,40.112.72.205
bahn.de,52.57.183.117
healthunlocked.com,52.30.59.57
